"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Less than high school graduate","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Some college or associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Margin of Error","","(X)","±1.3","±2.6","±2.8","±1.3","(X)","±0.2","±0.3","±0.6","±0.6","±0.4","±0.5","±0.4","±0.4","±0.6","(X)","±0.7","±1.6","(X)","±0.9","±1.6","(X)","±0.6","±1.0","(X)","±0.7","±0.9","","(X)","±0.4","±0.7","(X)","±0.4","±0.7","(X)","±0.8","±1.2","(X)","±7.1","±5.6","(X)","±2.7","±4.2","(X)","N","N","(X)","±6.2","±5.8","(X)","±3.1","±2.8","(X)","±4.0","±3.1","","±2.1","±1.0","±0.8","±0.6","","(X)","(X)","(X)","(X)","(X)","(X)"
"Alaska","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","68,620","7,801","33,068","22,097","5,654","489,218","10,950","21,719","142,455","116,078","48,370","94,168","55,478","456,549","149,646","113,900","106,921","34,079","104,911","98,920","33,975","168,933","156,577","51,058","101,474","94,131","30,534","","316,769","303,611","118,374","307,835","295,451","115,654","14,497","13,801","2,447","54,992","46,557","4,049","32,643","27,198","8,119","8,092","7,641","556","9,978","8,957","2,509","52,247","48,784","13,592","31,331","28,218","7,928","","(X)","(X)","(X)","(X)","","53,582","41,145","40,651","51,499","67,321","89,202"
"        Margin of Error","","±1,743","±1,250","±2,595","±2,129","±1,406","±1,732","±2,013","±2,615","±6,252","±4,769","±4,214","±4,883","±4,255","±3,655","±6,279","±2,769","±2,891","±2,922","±2,321","±2,630","±2,492","±2,455","±3,104","±3,677","±1,321","±1,494","±1,912","","±2,098","±2,746","±5,156","±1,592","±2,448","±5,036","±1,977","±1,960","±1,048","±2,624","±2,408","±889","±1,636","±1,963","±1,370","±1,171","±1,204","±291","±1,917","±1,810","±1,066","±3,965","±3,802","±2,058","±708","±1,179","±1,543","","(X)","(X)","(X)","(X)","","±1,470","±3,279","±2,478","±2,127","±5,978","±4,757"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.4%","48.2%","32.2%","8.2%","(X)","2.2%","4.4%","29.1%","23.7%","9.9%","19.2%","11.3%","93.3%","30.6%","(X)","93.9%","29.9%","(X)","94.3%","32.4%","(X)","92.7%","30.2%","(X)","92.8%","30.1%","","(X)","95.8%","37.4%","(X)","96.0%","37.6%","(X)","95.2%","16.9%","(X)","84.7%","7.4%","(X)","83.3%","24.9%","(X)","94.4%","6.9%","(X)","89.8%","25.1%","(X)","93.4%","26.0%","(X)","90.1%","25.3%","","22.4%","13.6%","9.2%","3.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.7","±3.6","±3.1","±2.0","(X)","±0.4","±0.5","±1.3","±1.0","±0.9","±1.0","±0.9","±0.7","±1.3","(X)","±1.4","±2.6","(X)","±1.3","±2.2","(X)","±1.3","±2.1","(X)","±1.1","±1.9","","(X)","±0.7","±1.6","(X)","±0.7","±1.6","(X)","±3.5","±7.2","(X)","±2.3","±1.5","(X)","±4.4","±4.1","(X)","±4.7","±3.6","(X)","±5.6","±8.4","(X)","±1.7","±3.1","(X)","±3.2","±4.9","","±4.5","±1.6","±1.1","±0.7","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","38,569","4,474","19,085","11,652","3,358","257,837","5,243","11,904","82,984","60,451","26,092","44,546","26,617","240,690","71,163","62,852","59,323","15,423","55,147","52,013","14,643","89,463","82,156","25,834","50,375","47,198","15,263","","169,166","162,521","57,622","164,711","158,606","56,481","8,667","8,019","1,711","27,542","23,399","1,376","15,095","12,858","3,325","4,584","4,133","108","6,487","5,952","1,602","26,296","23,808","5,419","16,593","14,464","4,054","","(X)","(X)","(X)","(X)","","61,327","44,078","44,861","59,395","79,622","97,504"
"        Margin of Error","","±1,260","±1,110","±1,907","±1,585","±1,194","±1,453","±1,102","±1,724","±4,109","±3,341","±2,538","±3,062","±2,613","±2,452","±4,019","±1,789","±2,007","±1,920","±1,696","±1,890","±1,650","±1,824","±2,236","±2,493","±932","±910","±1,161","","±1,590","±1,881","±3,514","±1,094","±1,573","±3,415","±1,227","±1,143","±918","±1,433","±1,247","±429","±1,068","±1,212","±886","±740","±827","±87","±1,393","±1,316","±845","±2,521","±2,294","±1,117","±734","±1,032","±1,069","","(X)","(X)","(X)","(X)","","±1,961","±6,545","±3,200","±2,949","±5,147","±8,392"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.6%","49.5%","30.2%","8.7%","(X)","2.0%","4.6%","32.2%","23.4%","10.1%","17.3%","10.3%","93.3%","27.6%","(X)","94.4%","24.5%","(X)","94.3%","26.6%","(X)","91.8%","28.9%","(X)","93.7%","30.3%","","(X)","96.1%","34.1%","(X)","96.3%","34.3%","(X)","92.5%","19.7%","(X)","85.0%","5.0%","(X)","85.2%","22.0%","(X)","90.2%","2.4%","(X)","91.8%","24.7%","(X)","90.5%","20.6%","(X)","87.2%","24.4%","","19.3%","11.6%","8.3%","3.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±2.8","±4.6","±4.2","±3.1","(X)","±0.4","±0.7","±1.6","±1.3","±1.0","±1.2","±1.0","±0.8","±1.5","(X)","±1.5","±3.1","(X)","±1.5","±2.9","(X)","±1.7","±2.7","(X)","±1.3","±2.2","","(X)","±0.9","±2.1","(X)","±0.8","±2.1","(X)","±5.5","±10.0","(X)","±2.4","±1.5","(X)","±5.5","±5.7","(X)","±8.4","±2.0","(X)","±5.6","±10.5","(X)","±2.6","±3.6","(X)","±4.5","±6.4","","±5.1","±1.9","±1.5","±1.0","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","30,051","3,327","13,983","10,445","2,296","231,381","5,707","9,815","59,471","55,627","22,278","49,622","28,861","215,859","78,483","51,048","47,598","18,656","49,764","46,907","19,332","79,470","74,421","25,224","51,099","46,933","15,271","","147,603","141,090","60,752","143,124","136,845","59,173","5,830","5,782","736","27,450","23,158","2,673","17,548","14,340","4,794","3,508","3,508","448","3,491","3,005","907","25,951","24,976","8,173","14,738","13,754","3,874","","(X)","(X)","(X)","(X)","","47,601","32,000","32,330","44,106","56,933","85,703"
"        Margin of Error","","±1,439","±835","±1,732","±1,460","±776","±1,588","±1,429","±1,806","±3,771","±3,259","±2,736","±3,511","±2,460","±2,426","±3,688","±1,672","±1,594","±2,084","±1,538","±1,722","±1,735","±1,415","±1,764","±2,004","±851","±1,057","±1,342","","±1,257","±1,824","±2,799","±945","±1,631","±2,808","±1,439","±1,448","±442","±1,875","±1,772","±747","±1,199","±1,473","±1,102","±820","±820","±293","±819","±789","±471","±2,319","±2,242","±1,489","±546","±707","±1,024","","(X)","(X)","(X)","(X)","","±1,771","±5,293","±2,775","±3,655","±7,067","±2,861"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.1%","46.5%","34.8%","7.6%","(X)","2.5%","4.2%","25.7%","24.0%","9.6%","21.4%","12.5%","93.3%","33.9%","(X)","93.2%","36.5%","(X)","94.3%","38.8%","(X)","93.6%","31.7%","(X)","91.8%","29.9%","","(X)","95.6%","41.2%","(X)","95.6%","41.3%","(X)","99.2%","12.6%","(X)","84.4%","9.7%","(X)","81.7%","27.3%","(X)","100.0%","12.8%","(X)","86.1%","26.0%","(X)","96.2%","31.5%","(X)","93.3%","26.3%","","25.8%","16.3%","10.2%","3.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±2.7","±5.3","±4.6","±2.6","(X)","±0.6","±0.8","±1.6","±1.4","±1.2","±1.5","±1.1","±0.9","±1.6","(X)","±1.9","±4.0","(X)","±1.9","±3.5","(X)","±1.5","±2.5","(X)","±1.7","±2.6","","(X)","±0.9","±1.8","(X)","±0.9","±1.9","(X)","±1.4","±9.2","(X)","±3.6","±2.6","(X)","±6.0","±6.4","(X)","±3.4","±8.5","(X)","±8.8","±11.8","(X)","±1.5","±4.7","(X)","±3.6","±6.8","","±6.3","±2.5","±1.6","±1.0","","(X)","(X)","(X)","(X)","(X)","(X)"
"Arizona","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","717,938","102,059","256,195","281,101","78,583","5,053,656","241,467","306,781","1,202,946","1,160,936","475,387","1,032,052","634,087","4,505,408","1,666,139","1,018,691","925,086","335,555","926,470","818,205","323,779","1,726,541","1,517,145","558,646","1,381,954","1,244,972","448,159","","3,185,361","3,019,102","1,221,726","2,951,329","2,819,402","1,169,499","220,001","200,496","65,068","182,075","147,868","26,195","189,217","171,103","109,573","10,564","9,040","1,875","471,959","347,699","71,072","794,479","610,100","170,630","1,367,319","1,026,097","235,771","","(X)","(X)","(X)","(X)","","48,738","31,966","38,547","45,115","63,471","76,587"
"        Margin of Error","","±2,825","±6,219","±8,660","±8,212","±5,520","±3,052","±10,107","±10,277","±17,012","±20,628","±14,262","±17,474","±13,644","±13,875","±18,920","±4,470","±7,269","±9,742","±3,486","±8,075","±9,167","±3,765","±9,286","±11,232","±1,494","±6,015","±8,736","","±12,343","±12,054","±18,007","±5,824","±8,052","±17,209","±4,937","±5,781","±4,295","±6,926","±5,493","±3,060","±3,512","±4,176","±5,123","±1,508","±1,476","±755","±17,054","±13,688","±5,584","±18,488","±16,629","±8,338","±1,771","±11,300","±9,037","","(X)","(X)","(X)","(X)","","±558","±538","±909","±797","±839","±1,626"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.2%","35.7%","39.2%","10.9%","(X)","4.8%","6.1%","23.8%","23.0%","9.4%","20.4%","12.5%","89.2%","33.0%","(X)","90.8%","32.9%","(X)","88.3%","34.9%","(X)","87.9%","32.4%","(X)","90.1%","32.4%","","(X)","94.8%","38.4%","(X)","95.5%","39.6%","(X)","91.1%","29.6%","(X)","81.2%","14.4%","(X)","90.4%","57.9%","(X)","85.6%","17.7%","(X)","73.7%","15.1%","(X)","76.8%","21.5%","(X)","75.0%","17.2%","","24.5%","14.3%","9.5%","5.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±0.9","±1.2","±1.1","±0.8","(X)","±0.2","±0.2","±0.3","±0.4","±0.3","±0.3","±0.3","±0.3","±0.4","(X)","±0.6","±1.0","(X)","±0.8","±1.0","(X)","±0.5","±0.6","(X)","±0.4","±0.6","","(X)","±0.2","±0.5","(X)","±0.2","±0.6","(X)","±1.3","±1.9","(X)","±1.3","±1.6","(X)","±1.3","±2.4","(X)","±7.0","±6.7","(X)","±1.7","±1.1","(X)","±1.1","±1.0","(X)","±0.8","±0.7","","±1.4","±0.6","±0.6","±0.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","370,270","58,069","143,207","134,448","34,546","2,497,572","116,215","162,242","614,419","566,343","221,301","513,316","303,736","2,219,115","817,052","530,442","475,768","152,945","476,252","414,808","153,575","854,886","748,239","275,155","635,992","580,300","235,377","","1,567,940","1,481,226","611,190","1,453,944","1,385,926","587,138","114,580","104,475","31,307","88,534","70,866","10,047","84,505","78,208","52,175","5,431","4,177","555","244,514","178,977","31,526","392,068","301,186","80,252","685,103","510,060","107,275","","(X)","(X)","(X)","(X)","","53,647","36,974","42,457","51,791","75,517","95,527"
"        Margin of Error","","±2,033","±4,537","±6,114","±5,545","±4,173","±2,431","±5,881","±7,384","±11,540","±15,455","±8,473","±11,665","±8,389","±9,325","±12,722","±3,043","±5,005","±7,257","±2,737","±5,415","±5,884","±2,883","±6,203","±6,963","±1,116","±3,473","±5,204","","±7,302","±6,583","±11,869","±2,907","±4,557","±11,154","±2,853","±3,495","±3,398","±4,543","±3,524","±2,104","±2,183","±2,333","±3,162","±1,246","±1,061","±364","±9,913","±8,597","±3,678","±10,682","±10,695","±4,952","±1,027","±7,498","±5,987","","(X)","(X)","(X)","(X)","","±651","±1,325","±871","±889","±1,812","±3,287"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","15.7%","38.7%","36.3%","9.3%","(X)","4.7%","6.5%","24.6%","22.7%","8.9%","20.6%","12.2%","88.9%","32.7%","(X)","89.7%","28.8%","(X)","87.1%","32.2%","(X)","87.5%","32.2%","(X)","91.2%","37.0%","","(X)","94.5%","39.0%","(X)","95.3%","40.4%","(X)","91.2%","27.3%","(X)","80.0%","11.3%","(X)","92.5%","61.7%","(X)","76.9%","10.2%","(X)","73.2%","12.9%","(X)","76.8%","20.5%","(X)","74.5%","15.7%","","21.6%","13.3%","8.1%","4.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.2","±1.6","±1.5","±1.1","(X)","±0.2","±0.3","±0.5","±0.6","±0.3","±0.5","±0.3","±0.4","±0.5","(X)","±0.8","±1.4","(X)","±1.1","±1.2","(X)","±0.6","±0.8","(X)","±0.6","±0.8","","(X)","±0.3","±0.7","(X)","±0.3","±0.7","(X)","±1.5","±2.8","(X)","±2.2","±2.3","(X)","±1.4","±3.2","(X)","±10.8","±6.8","(X)","±1.8","±1.4","(X)","±1.6","±1.2","(X)","±1.1","±0.9","","±1.6","±0.8","±0.6","±0.4","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","347,668","43,990","112,988","146,653","44,037","2,556,084","125,252","144,539","588,527","594,593","254,086","518,736","330,351","2,286,293","849,087","488,249","449,318","182,610","450,218","403,397","170,204","871,655","768,906","283,491","745,962","664,672","212,782","","1,617,421","1,537,876","610,536","1,497,385","1,433,476","582,361","105,421","96,021","33,761","93,541","77,002","16,148","104,712","92,895","57,398","5,133","4,863","1,320","227,445","168,722","39,546","402,411","308,914","90,378","682,216","516,037","128,496","","(X)","(X)","(X)","(X)","","42,429","25,764","32,739","39,821","53,443","65,877"
"        Margin of Error","","±1,743","±4,379","±6,302","±6,382","±3,575","±2,206","±6,981","±6,339","±12,401","±13,119","±9,880","±12,755","±8,945","±9,610","±12,872","±2,731","±4,391","±6,596","±2,348","±5,309","±6,066","±2,260","±5,550","±7,307","±1,111","±4,630","±6,207","","±7,411","±8,276","±11,260","±3,648","±5,773","±10,733","±3,245","±3,761","±2,875","±3,878","±3,371","±2,126","±2,439","±2,945","±3,177","±1,067","±1,088","±690","±9,032","±7,355","±3,540","±11,032","±10,163","±5,313","±1,249","±7,311","±6,265","","(X)","(X)","(X)","(X)","","±513","±1,544","±1,259","±928","±1,205","±1,760"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.7%","32.5%","42.2%","12.7%","(X)","4.9%","5.7%","23.0%","23.3%","9.9%","20.3%","12.9%","89.4%","33.2%","(X)","92.0%","37.4%","(X)","89.6%","37.8%","(X)","88.2%","32.5%","(X)","89.1%","28.5%","","(X)","95.1%","37.7%","(X)","95.7%","38.9%","(X)","91.1%","32.0%","(X)","82.3%","17.3%","(X)","88.7%","54.8%","(X)","94.7%","25.7%","(X)","74.2%","17.4%","(X)","76.8%","22.5%","(X)","75.6%","18.8%","","27.3%","15.3%","10.9%","5.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.3","±1.8","±1.8","±1.0","(X)","±0.3","±0.2","±0.5","±0.5","±0.4","±0.5","±0.3","±0.4","±0.5","(X)","±0.8","±1.4","(X)","±1.1","±1.3","(X)","±0.6","±0.8","(X)","±0.6","±0.8","","(X)","±0.3","±0.6","(X)","±0.3","±0.7","(X)","±2.1","±2.6","(X)","±1.7","±2.2","(X)","±1.7","±2.8","(X)","±5.9","±12.3","(X)","±2.2","±1.5","(X)","±1.4","±1.3","(X)","±1.0","±0.9","","±1.8","±1.0","±0.8","±0.4","","(X)","(X)","(X)","(X)","(X)","(X)"
"Arkansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","292,181","37,246","109,301","117,675","27,959","2,057,624","82,740","140,697","705,670","438,076","167,634","323,961","198,846","1,834,187","522,807","385,877","357,964","106,886","387,640","349,937","116,022","745,265","655,777","178,560","538,842","470,509","121,339","","1,501,745","1,367,785","408,200","1,480,304","1,352,177","405,282","277,314","246,485","50,806","13,029","10,144","2,017","33,901","30,494","19,424","7,254","4,756","507","53,267","31,843","5,481","171,114","142,680","36,372","132,546","85,254","16,541","","(X)","(X)","(X)","(X)","","41,385","30,770","34,517","38,814","53,117","68,769"
"        Margin of Error","","±4,994","±3,757","±5,632","±6,305","±3,639","±5,056","±5,128","±6,197","±13,019","±12,015","±5,951","±9,190","±8,534","±7,990","±11,903","±6,439","±6,789","±4,940","±5,291","±5,607","±5,960","±5,482","±6,505","±6,911","±2,442","±4,215","±4,922","","±8,461","±9,909","±11,115","±7,613","±9,290","±11,002","±4,685","±5,616","±4,002","±2,135","±1,425","±658","±2,400","±2,617","±2,302","±1,346","±968","±361","±4,956","±4,046","±1,532","±10,521","±9,065","±4,378","±2,513","±4,355","±2,394","","(X)","(X)","(X)","(X)","","±401","±1,084","±1,008","±996","±1,497","±2,856"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.7%","37.4%","40.3%","9.6%","(X)","4.0%","6.8%","34.3%","21.3%","8.1%","15.7%","9.7%","89.1%","25.4%","(X)","92.8%","27.7%","(X)","90.3%","29.9%","(X)","88.0%","24.0%","(X)","87.3%","22.5%","","(X)","91.1%","27.2%","(X)","91.3%","27.4%","(X)","88.9%","18.3%","(X)","77.9%","15.5%","(X)","90.0%","57.3%","(X)","65.6%","7.0%","(X)","59.8%","10.3%","(X)","83.4%","21.3%","(X)","64.3%","12.5%","","27.8%","17.8%","13.3%","5.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.2","±1.8","±2.1","±1.3","(X)","±0.2","±0.3","±0.6","±0.6","±0.3","±0.4","±0.4","±0.4","±0.6","(X)","±0.8","±1.2","(X)","±0.9","±1.5","(X)","±0.7","±0.9","(X)","±0.7","±0.9","","(X)","±0.4","±0.7","(X)","±0.4","±0.7","(X)","±1.0","±1.4","(X)","±10.8","±5.4","(X)","±3.1","±5.4","(X)","±12.5","±5.1","(X)","±4.4","±2.5","(X)","±1.6","±2.4","(X)","±2.9","±1.8","","±2.2","±1.1","±0.8","±0.6","","(X)","(X)","(X)","(X)","(X)","(X)"
